term,estimate,std.error,statistic,p.value
(Intercept),0.5967977777777658,0.2986822015312481,1.9981029158020616,0.048792998322395364
injection_name,0.2186063777777779,0.002816002801632966,77.63002851098398,7.747188705383588e-83
