r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual
0.9856077958486548,0.9854442480742076,0.9445160533921751,6026.4213266161805,7.747188705384029e-83,2,-121.55575588228653,249.11151176457307,256.61094077556385,78.50573061016665,88
