sample_id,loss_rate,loss_rate_sd
filter blank_1_1,-0.06523464454923789,0.02584141513837981
filter blank_1_2,-0.7591829253768911,0.019598137554963303
solution blank_2_1,0.001306378540713934,0.02730137673369828
solution blank_2_2,-0.04485092518976378,0.03799878310618394
